단과대학(변경 후),학부(변경 후),전공(변경 후),"전공코드
(학과코드)","전공능력 
번호",전공능력/SPC,"진단문항
번호",전공능력진단문항(MYiCap+),비고,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,10,소프트웨어및데이터기본지식(융합소프트웨어학부공통),2,나는 소프트웨어 및 데이터와 관련된 기본 개념 및 지식을 적용하여 주어진 문제들을 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,10,소프트웨어및데이터기본지식(융합소프트웨어학부공통),3,나는 소프트웨어 및 데이터와 관련된 기본 개념 및 지식을 바탕으로 스스로 문제를 계획하고 설계할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,1,문제정의,1,나는 인공지능 관점에서 문제를 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,1,문제정의,2,나는 인공지능 관점에서 문제를 파악할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,1,문제정의,3,나는 인공지능 관점에서 문제를 정의할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,2,융합역량,1,나는 인공지능 전공 이론과 지식에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,2,융합역량,2,나는 인공지능 전공 이론과 지식을 인문적 소양과 융합할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,2,융합역량,3,나는 인공지능 전공 이론과 지식 및 인문적 소양을 컴퓨터 데이터 관련 프로젝트에 활용할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,3,창의설계,1,나는 최신의 인공지능 소프트웨어 도구에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,3,창의설계,2,나는 최신의 인공지능 소프트웨어 도구들을 사용하여 인공지능 문제를 분석 및 설계를 할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,3,창의설계,3,"나는 설계된 인공지능 시스템을 구현, 테스트할 수 있다.",,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,4,데이터기술활용,1,나는 외국어로 된 인공지능 분야의 신기술 관련 서류 및 표준안 등을 이해할 수 있다. ,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,4,데이터기술활용,2,나는 논리적 모델링을 통해 주어진 인공지능 문제를 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,4,데이터기술활용,3,나는 프로젝트를 관리하고 운영 중 발생하는 문제를 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,5,협력적문제해결,1,나는 원활한 의사소통과 협동적 업무 처리에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,5,협력적문제해결,2,나는 구성원들 간에 원활한 의사소통을 통하여 협동적으로 업무를 처리할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,5,협력적문제해결,3,나는 외국어를 사용하여 외국인과 업무를 처리할 수 있다. ,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,6,사회의식,1,나는 인공지능 산업을 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,6,사회의식,2,"나는 인공지능 산업 관련 윤리, 법률을 파악할 수 있다.",,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,6,사회의식,3,"나는 인공지능 산업 관련 윤리, 법률을 적용할 수 있다.",,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,7,빅데이터이해능력(인공지능·소프트웨어융합대학공통),1,나는 빅데이터를 분석하고 활용하며 프로그래밍할 수 있도록 융합소프트웨어의 기초적인 이론을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,7,빅데이터이해능력(인공지능·소프트웨어융합대학공통),2,나는 빅데이터를 분석할 때 적합한 알고리즘을 선택하여 적용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,7,빅데이터이해능력(인공지능·소프트웨어융합대학공통),3,나는 프로그래밍하고 분석한 빅데이터를 시각화하여 활용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,8,창의적문제해결능력(인공지능·소프트웨어융합대학공통),1,나는 변화하는 기술환경에서 다양한 시각을 가지고 문제를 해결할 필요성을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,8,창의적문제해결능력(인공지능·소프트웨어융합대학공통),2,나는 문제해결을 위해 창의적이고 논리적으로 사고할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,8,창의적문제해결능력(인공지능·소프트웨어융합대학공통),3,나는 기존의 틀에서 벗어나 문제를 해결하기 위한 새로운 해결책을 제시할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,9,협업및소통능력(인공지능·소프트웨어융합대학공통),1,나는 프로그래밍 과정에서의 다양한 분야의 전문가와 협력할 필요를 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,9,협업및소통능력(인공지능·소프트웨어융합대학공통),2,나는 자신의 아이디어를 명확하게 전달하고 다른 사람의 의견을 경청할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,9,협업및소통능력(인공지능·소프트웨어융합대학공통),3,나는 다양한 분야의 전문가와 협력하고 소통하면서 프로젝트를 수행할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,10,소프트웨어및데이터기본지식(융합소프트웨어학부공통),1,나는 소프트웨어 및 데이터와 관련된 기본 개념 및 지식에 대해 설명할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,10,소프트웨어및데이터기본지식(융합소프트웨어학부공통),2,나는 소프트웨어 및 데이터와 관련된 기본 개념 및 지식을 적용하여 주어진 문제들을 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,10,소프트웨어및데이터기본지식(융합소프트웨어학부공통),3,나는 소프트웨어 및 데이터와 관련된 기본 개념 및 지식을 바탕으로 스스로 문제를 계획하고 설계할 수 있다.,,,,,,,
미래융합대학,,사회복지학과,17220,1,사회복지의 이해,1,"나는 사회복지의 개념, 목적, 가치, 역사 등에 관한 기초 지식들에 대하여 설명할 수 있다.",,,,,,,
미래융합대학,,사회복지학과,17220,1,사회복지의 이해,2,나는 인간 행동과 발달 및 이에 영향을 미치는 사회 체계 간의 상호작용에 대한 기본 개념을 설명할 수 있다.,,,,,,,
미래융합대학,,사회복지학과,17220,1,사회복지의 이해,3,나는 사회문제의 개념 및 문제를 바라보는 관점을 설명할 수 있다.,,,,,,,
미래융합대학,,사회복지학과,17220,2,커뮤니티 케어,1,"나는 우리 지역사회에 발생하는 여러 가지 문제들을 이해하고, 어떤 방식으로 문제 해결을 접근할 수 있는지 설명할 수 있다.",,,,,,,
미래융합대학,,사회복지학과,17220,2,커뮤니티 케어,2,"나는 지역 내 장애인과 노인, 의료서비스가 필요한 대상자들이 가진 문제가 어떤 것인지 이해하고 해결을 위한 대안을 도출할 수 있다.",,,,,,,
미래융합대학,,사회복지학과,17220,2,커뮤니티 케어,3,나는 여러 지역사회 문제 사례 분석을 통해 이를 해결할 수 있는 방안에 대해 분석할 수 있다.,,,,,,,
미래융합대학,,사회복지학과,17220,3,현대가족 변화의 대처,1,"나는 아동·청소년 복지에 관한 기초지식을 이해하고, 이와 관련된 문제들을 분석할 수 있다.",,,,,,,
미래융합대학,,사회복지학과,17220,3,현대가족 변화의 대처,2,"나는 건강한 가정의 중요성에 대해 이해하며, 이를 위해 필요한 정책의 한계점을 도출할 수 있다.",,,,,,,
미래융합대학,,사회복지학과,17220,3,현대가족 변화의 대처,3,나는 변화하는 현대 가족의 양상을 파악하여 일어날 수 있는 가정문제를 예방·개선하기 위한 방안을 도출할 수 있다. ,,,,,,,
미래융합대학,,사회복지학과,17220,4,사회복지 현장 적용,1,"나는 사회복지실천의 주요 개념, 가치, 다양한 실천기법을 활용하여 지역사회 문제 해결을 위한 대안을 도출할 수 있다.",,,,,,,
미래융합대학,,사회복지학과,17220,4,사회복지 현장 적용,2,나는 현장에서 사회복지실천 이론을 적용하여 주어진 업무를 수행할 수 있다.,,,,,,,
미래융합대학,,사회복지학과,17220,4,사회복지 현장 적용,3,"나는 도움을 필요로 하는 대상자에게 적합한 사회복지 서비스를 설계 및 개발, 피드백할 수 있다",,,,,,,
미래융합대학,,사회복지학과,17220,5,사회복지제도 활용 ,1,나는 다양한 사회복지 정책을 파악하여 주요 이슈들을 분석할 수 있다.,,,,,,,
미래융합대학,,사회복지학과,17220,5,사회복지제도 활용 ,2,"나는 사회복지법과 제도의 체계를 이해하고, 실천에 적용할 수 있다.",,,,,,,
미래융합대학,,사회복지학과,17220,5,사회복지제도 활용 ,3,나는 사회복지조직 환경과 행정체계를 파악하여 사회복지사로서 요구되는 행정 활동들을 수행할 수 있다.,,,,,,,
미래융합대학,,부동산학과,17230,1,부동산의 이해,1,"나는 부동산의 기초가 되는 부동산과 도시계획의 개념, 부동산과 관련된 여러 이론을 이해하여 설명할 수 있다.",,,,,,,
미래융합대학,,부동산학과,17230,1,부동산의 이해,2,"나는 부동산 개발과 투자, 거래에 관련한 여러 법의 주요 내용을 이해하여 설명할 수 있다.",,,,,,,
미래융합대학,,부동산학과,17230,1,부동산의 이해,3,"나는 부동산 중개업과 관련된 법률적, 경제적, 경영적 이론을 이해하고 설명할 수 있다.",,,,,,,
미래융합대학,,부동산학과,17230,2,부동산 시장 분석,1,"나는 부동산에 대한 수요가 어디에, 어떻게 형성되는지 부동산의 입지를 이해하고 분석할 수 있다.",,,,,,,
미래융합대학,,부동산학과,17230,2,부동산 시장 분석,2,나는 사례연구를 통해 부동산 시장에 대한 경제학적 분석을 할 수 있다.,,,,,,,
미래융합대학,,부동산학과,17230,2,부동산 시장 분석,3,나는 부동산을 대상으로 한 다양한 조사 방법을 이해하여 분석할 수 있다.,,,,,,,
미래융합대학,,부동산학과,17230,3,부동산 금융 투자 및 관리,1,"나는 부동산 여러 종류(오피스빌딩, 주택)의 유지·관리 등과 관련된 정책을 이해하고, 이의 개선점에 관해 설명할 수 있다",,,,,,,
미래융합대학,,부동산학과,17230,3,부동산 금융 투자 및 관리,2,"나는 부동산 개발 금융의 자금조달 방안을 이해하고, 복합 자산 포트폴리오의 적정자산배분, 위험관리 방안 등에 관해 논의할 수 있다.",,,,,,,
미래융합대학,,부동산학과,17230,3,부동산 금융 투자 및 관리,3,"나는 부동산의 투자 환경, 시장 분석을 통해 경제적 가치를 분석하고 평가할 수 있다.",,,,,,,
미래융합대학,,부동산학과,17230,4,부동산 제도 적용과 평가,1,나는 부동산 관련 조세의 체계를 이해하고 이를 실제로 적용할 수 있다.,,,,,,,
